"SEX"	"mage"	"grp"	"firstmar"	"pct"
2	21	"DIPL"	0	10.4800
2	21	"DIPM"	0	12.0200
2	21	"BS"	0	7.0400
2	21	"ADV"	0	8.2300
2	21	"NC"	0	3.9900
2	21	"MALE"	0	9.1100
2	21	"AD"	0	7.5600
2	21	"DIPM"	0	8.7500
2	22	"REP"	0	6.8300
2	22	"MAL"	0	6.8600
2	22	"FO"	0	6.3300
2	22	"EMP"	0	7.2500
2	22	"UNEMP"	0	8.0200
2	22	"NILF"	0	6.3600
2	22	"MS"	0	11.8500
2	22	"HS"	0	12.0800
2	22	"DIPL"	0	8.1100
2	22	"DIPM"	0	11.2100
2	22	"BS"	0	7.2000
2	22	"ADV"	0	5.1900
2	22	"NC"	0	3.1200
2	22	"MALE"	0	7.8800
2	22	"AD"	0	6.1400
2	22	"DIPM"	0	8.0400
2	23	"REP"	0	5.6700
2	23	"MAL"	0	5.6500
2	23	"FO"	0	6.2600
2	23	"EMP"	0	6.4800
2	23	"UNEMP"	0	6.3900
2	23	"NILF"	0	4.9000
2	23	"MS"	0	9.8600
2	23	"HS"	0	12.0800
2	23	"DIPL"	0	7.7800
2	23	"DIPM"	0	10.1000
2	23	"BS"	0	10.7200
2	23	"ADV"	0	9.7400
2	23	"NC"	0	2.1900
2	23	"MALE"	0	7.2100
2	23	"AD"	0	4.6700
2	23	"DIPM"	0	6.8600
2	24	"REP"	0	3.9100
2	24	"MAL"	0	3.7000
2	24	"FO"	0	8.1900
2	24	"EMP"	0	4.6500
2	24	"UNEMP"	0	3.3400
2	24	"NILF"	0	3.2200
2	24	"MS"	0	6.5900
2	24	"HS"	0	6.3800
2	24	"DIPL"	0	4.8600
2	24	"DIPM"	0	7.3600
2	24	"BS"	0	13.7400
2	24	"ADV"	0	11.9000
2	24	"NC"	0	1.4500
2	24	"MALE"	0	5.2700
2	24	"AD"	0	3.0000
2	24	"DIPM"	0	5.9100
2	25	"REP"	0	3.6700
2	25	"MAL"	0	3.4400
2	25	"FO"	0	8.3400
2	25	"EMP"	0	4.5200
2	25	"UNEMP"	0	3.5400
2	25	"NILF"	0	2.8700
2	25	"MS"	0	5.6100
2	25	"HS"	0	4.7600
2	25	"DIPL"	0	4.9000
2	25	"DIPM"	0	6.9300
2	25	"BS"	0	10.0500
2	25	"ADV"	0	11.6900
2	25	"NC"	0	1.6900
2	25	"MALE"	0	5.1000
2	25	"AD"	0	2.6900
2	25	"DIPM"	0	7.8000
2	26	"REP"	0	1.9000
2	26	"MAL"	0	1.6200
2	26	"FO"	0	7.6300
2	26	"EMP"	0	2.3800
2	26	"UNEMP"	0	1.7700
2	26	"NILF"	0	1.4400
2	26	"MS"	0	2.8900
2	26	"HS"	0	3.0900
2	26	"DIPL"	0	1.8100
2	26	"DIPM"	0	4.1600
2	26	"BS"	0	10.7200
2	26	"ADV"	0	12.1200
2	26	"NC"	0	0.7200
2	26	"MALE"	0	2.6400
2	26	"AD"	0	1.3800
2	26	"DIPM"	0	4.8500
2	27	"REP"	0	1.4400
2	27	"MAL"	0	1.1900
2	27	"FO"	0	6.6100
2	27	"EMP"	0	1.9300
2	27	"UNEMP"	0	1.6200
2	27	"NILF"	0	0.9700
2	27	"MS"	0	1.9500
2	27	"HS"	0	1.6200
2	27	"DIPL"	0	1.6800
2	27	"DIPM"	0	3.3700
2	27	"BS"	0	8.3800
2	27	"ADV"	0	10.3900
2	27	"NC"	0	0.6100
2	27	"MALE"	0	2.0600
2	27	"AD"	0	1.0100
2	27	"DIPM"	0	4.0200
2	28	"REP"	0	1.0600
2	28	"MAL"	0	0.8800
2	28	"FO"	0	4.8500
2	28	"EMP"	0	1.4600
2	28	"UNEMP"	0	0.8900
2	28	"NILF"	0	0.6900
2	28	"MS"	0	1.5500
2	28	"HS"	0	1.7300
2	28	"DIPL"	0	1.2200
2	28	"DIPM"	0	2.0900
2	28	"BS"	0	3.6900
2	28	"ADV"	0	7.5800
2	28	"NC"	0	0.4700
2	28	"MALE"	0	1.5200
2	28	"AD"	0	0.7100
2	28	"DIPM"	0	4.9600
2	29	"REP"	0	0.7400
2	29	"MAL"	0	0.6300
2	29	"FO"	0	3.1000
2	29	"EMP"	0	0.9600
2	29	"UNEMP"	0	0.6900
2	29	"NILF"	0	0.5300
2	29	"MS"	0	1.0200
2	29	"HS"	0	1.1500
2	29	"DIPL"	0	0.6800
2	29	"DIPM"	0	1.2600
2	29	"BS"	0	4.8600
2	29	"ADV"	0	5.6300
2	29	"NC"	0	0.4000
2	29	"MALE"	0	1.1200
2	29	"AD"	0	0.4600
2	29	"DIPM"	0	3.7800
2	30	"REP"	0	0.6200
2	30	"MAL"	0	0.5300
2	30	"FO"	0	2.3400
2	30	"EMP"	0	0.7800
2	30	"UNEMP"	0	0.2500
2	30	"NILF"	0	0.4700
2	30	"MS"	0	0.7100
2	30	"HS"	0	0.4700
2	30	"DIPL"	0	0.6300
2	30	"DIPM"	0	0.8300
2	30	"BS"	0	3.0200
2	30	"ADV"	0	4.5500
2	30	"NC"	0	0.4400
2	30	"MALE"	0	0.8400
2	30	"AD"	0	0.4400
2	30	"DIPM"	0	2.9600
2	31	"REP"	0	0.2500
2	31	"MAL"	0	0.2000
2	31	"FO"	0	1.1000
2	31	"EMP"	0	0.3200
2	31	"UNEMP"	0	0.1000
2	31	"NILF"	0	0.1800
2	31	"MS"	0	0.2700
2	31	"HS"	0	0.1600
2	31	"DIPL"	0	0.3100
2	31	"DIPM"	0	0.4400
2	31	"BS"	0	2.6800
2	31	"ADV"	0	1.5200
2	31	"NC"	0	0.1500
2	31	"MALE"	0	0.3300
2	31	"AD"	0	0.1600
2	31	"DIPM"	0	2.0100
2	32	"REP"	0	0.2100
2	32	"MAL"	0	0.1900
2	32	"FO"	0	0.7100
2	32	"EMP"	0	0.2700
2	32	"UNEMP"	0	0.0500
2	32	"NILF"	0	0.1600
2	32	"MS"	0	0.2700
2	32	"HS"	0	0.1600
2	32	"DIPL"	0	0.3500
2	32	"DIPM"	0	0.3500
2	32	"BS"	0	1.0100
2	32	"ADV"	0	0.4300
2	32	"NC"	0	0.1300
2	32	"MALE"	0	0.3000
2	32	"AD"	0	0.1500
2	32	"DIPM"	0	1.0600
2	33	"REP"	0	0.1300
2	33	"MAL"	0	0.1100
2	33	"FO"	0	0.5400
2	33	"EMP"	0	0.1800
2	33	"UNEMP"	0	0.0000
2	33	"NILF"	0	0.0800
2	33	"MS"	0	0.1300
2	33	"HS"	0	0.1000
2	33	"DIPL"	0	0.1700
2	33	"DIPM"	0	0.1700
2	33	"BS"	0	1.1700
2	33	"ADV"	0	1.0800
2	33	"NC"	0	0.0800
2	33	"MALE"	0	0.1500
2	33	"AD"	0	0.1000
2	33	"DIPM"	0	1.0600
2	34	"REP"	0	0.1300
2	34	"MAL"	0	0.1100
2	34	"FO"	0	0.3700
2	34	"EMP"	0	0.1500
2	34	"UNEMP"	0	0.1500
2	34	"NILF"	0	0.1000
2	34	"MS"	0	0.1100
2	34	"HS"	0	0.0500
2	34	"DIPL"	0	0.1500
2	34	"DIPM"	0	0.2100
2	34	"BS"	0	0.6700
2	34	"ADV"	0	0.8700
2	34	"NC"	0	0.1000
2	34	"MALE"	0	0.1600
2	34	"AD"	0	0.0900
2	34	"DIPM"	0	1.1800
2	35	"REP"	0	0.1200
2	35	"MAL"	0	0.1000
2	35	"FO"	0	0.4300
2	35	"EMP"	0	0.1700
2	35	"UNEMP"	0	0.0500
2	35	"NILF"	0	0.0800
2	35	"MS"	0	0.1100
2	35	"HS"	0	0.1000
2	35	"DIPL"	0	0.1100
2	35	"DIPM"	0	0.2300
2	35	"BS"	0	0.5000
2	35	"ADV"	0	0.0000
2	35	"NC"	0	0.1000
2	35	"MALE"	0	0.1600
2	35	"AD"	0	0.0900
2	35	"DIPM"	0	0.5900
2	36	"REP"	0	0.0800
2	36	"MAL"	0	0.0600
2	36	"FO"	0	0.3700
2	36	"EMP"	0	0.1100
2	36	"UNEMP"	0	0.0000
2	36	"NILF"	0	0.0600
2	36	"MS"	0	0.0800
2	36	"HS"	0	0.0500
2	36	"DIPL"	0	0.0700
2	36	"DIPM"	0	0.1300
2	36	"BS"	0	0.3400
2	36	"ADV"	0	0.4300
2	36	"NC"	0	0.0600
2	36	"MALE"	0	0.1000
2	36	"AD"	0	0.0500
2	36	"DIPM"	0	1.1800
2	37	"REP"	0	0.0600
2	37	"MAL"	0	0.0500
2	37	"FO"	0	0.2200
2	37	"EMP"	0	0.0700
2	37	"UNEMP"	0	0.0000
2	37	"NILF"	0	0.0500
2	37	"MS"	0	0.0500
2	37	"HS"	0	0.1600
2	37	"DIPL"	0	0.0400
2	37	"DIPM"	0	0.0800
2	37	"BS"	0	0.0000
2	37	"ADV"	0	0.4300
2	37	"NC"	0	0.0500
2	37	"MALE"	0	0.0900
2	37	"AD"	0	0.0400
2	37	"DIPM"	0	0.3500
2	38	"REP"	0	0.0500
2	38	"MAL"	0	0.0500
2	38	"FO"	0	0.1900
2	38	"EMP"	0	0.0600
2	38	"UNEMP"	0	0.0500
2	38	"NILF"	0	0.0500
2	38	"MS"	0	0.0500
2	38	"HS"	0	0.1000
2	38	"DIPL"	0	0.0400
2	38	"DIPM"	0	0.0500
2	38	"BS"	0	0.1700
2	38	"ADV"	0	0.2200
2	38	"NC"	0	0.0500
2	38	"MALE"	0	0.0700
2	38	"AD"	0	0.0400
2	38	"DIPM"	0	0.2400
2	39	"REP"	0	0.0400
2	39	"MAL"	0	0.0400
2	39	"FO"	0	0.1300
2	39	"EMP"	0	0.0500
2	39	"UNEMP"	0	0.0000
2	39	"NILF"	0	0.0400
2	39	"MS"	0	0.0200
2	39	"HS"	0	0.0000
2	39	"DIPL"	0	0.0700
2	39	"DIPM"	0	0.0500
2	39	"BS"	0	0.3400
2	39	"ADV"	0	0.0000
2	39	"NC"	0	0.0500
2	39	"MALE"	0	0.0500
2	39	"AD"	0	0.0400
2	39	"DIPM"	0	0.1200
2	40	"REP"	0	0.0400
2	40	"MAL"	0	0.0300
2	40	"FO"	0	0.0600
2	40	"EMP"	0	0.0400
2	40	"UNEMP"	0	0.1000
2	40	"NILF"	0	0.0200
2	40	"MS"	0	0.0100
2	40	"HS"	0	0.0000
2	40	"DIPL"	0	0.0000
2	40	"DIPM"	0	0.0600
2	40	"BS"	0	0.1700
2	40	"ADV"	0	0.2200
2	40	"NC"	0	0.0400
2	40	"MALE"	0	0.0500
2	40	"AD"	0	0.0300
2	40	"DIPM"	0	0.1200
2	41	"REP"	0	0.0200
2	41	"MAL"	0	0.0100
2	41	"FO"	0	0.0900
2	41	"EMP"	0	0.0200
2	41	"UNEMP"	0	0.0500
2	41	"NILF"	0	0.0100
2	41	"MS"	0	0.0100
2	41	"HS"	0	0.1000
2	41	"DIPL"	0	0.0000
2	41	"DIPM"	0	0.0300
2	41	"BS"	0	0.0000
2	41	"ADV"	0	0.0000
2	41	"NC"	0	0.0200
2	41	"MALE"	0	0.0200
2	41	"AD"	0	0.0100
2	41	"DIPM"	0	0.2400
2	42	"REP"	0	0.0100
2	42	"MAL"	0	0.0100
2	42	"FO"	0	0.0600
2	42	"EMP"	0	0.0200
2	42	"UNEMP"	0	0.0000
2	42	"NILF"	0	0.0100
2	42	"MS"	0	0.0100
2	42	"HS"	0	0.0000
2	42	"DIPL"	0	0.0000
2	42	"DIPM"	0	0.0000
2	42	"BS"	0	0.1700
2	42	"ADV"	0	0.0000
2	42	"NC"	0	0.0200
2	42	"MALE"	0	0.0100
2	42	"AD"	0	0.0100
2	42	"DIPM"	0	0.0000
2	43	"REP"	0	0.0100
2	43	"MAL"	0	0.0100
2	43	"FO"	0	0.0200
2	43	"EMP"	0	0.0100
2	43	"UNEMP"	0	0.0000
2	43	"NILF"	0	0.0100
2	43	"MS"	0	0.0000
2	43	"HS"	0	0.0000
2	43	"DIPL"	0	0.0000
2	43	"DIPM"	0	0.0500
2	43	"BS"	0	0.0000
2	43	"ADV"	0	0.0000
2	43	"NC"	0	0.0100
2	43	"MALE"	0	0.0200
2	43	"AD"	0	0.0100
2	43	"DIPM"	0	0.0000
2	44	"REP"	0	0.0100
2	44	"MAL"	0	0.0100
2	44	"FO"	0	0.0000
2	44	"EMP"	0	0.0100
2	44	"UNEMP"	0	0.0000
2	44	"NILF"	0	0.0000
2	44	"MS"	0	0.0000
2	44	"HS"	0	0.0000
2	44	"DIPL"	0	0.0000
2	44	"DIPM"	0	0.0300
2	44	"BS"	0	0.0000
2	44	"ADV"	0	0.0000
2	44	"NC"	0	0.0000
2	44	"MALE"	0	0.0100
2	44	"AD"	0	0.0000
2	44	"DIPM"	0	0.0000
2	45	"REP"	0	0.0100
2	45	"MAL"	0	0.0100
2	45	"FO"	0	0.0200
2	45	"EMP"	0	0.0100
2	45	"UNEMP"	0	0.0000
2	45	"NILF"	0	0.0100
2	45	"MS"	0	0.0000
2	45	"HS"	0	0.0000
2	45	"DIPL"	0	0.0000
2	45	"DIPM"	0	0.0000
2	45	"BS"	0	0.0000
2	45	"ADV"	0	0.0000
2	45	"NC"	0	0.0100
2	45	"MALE"	0	0.0100
2	45	"AD"	0	0.0100
2	45	"DIPM"	0	0.0000
2	46	"REP"	0	0.0100
2	46	"MAL"	0	0.0100
2	46	"FO"	0	0.0400
2	46	"EMP"	0	0.0100
2	46	"UNEMP"	0	0.0000
2	46	"NILF"	0	0.0100
2	46	"MS"	0	0.0000
2	46	"HS"	0	0.0000
2	46	"DIPL"	0	0.0200
2	46	"DIPM"	0	0.0200
2	46	"BS"	0	0.1700
2	46	"ADV"	0	0.0000
2	46	"NC"	0	0.0100
2	46	"MALE"	0	0.0100
2	46	"AD"	0	0.0100
2	46	"DIPM"	0	0.1200
2	47	"REP"	0	0.0000
2	47	"MAL"	0	0.0000
2	47	"FO"	0	0.0000
2	47	"EMP"	0	0.0000
2	47	"UNEMP"	0	0.0000
2	47	"NILF"	0	0.0000
2	47	"MS"	0	0.0000
2	47	"HS"	0	0.0000
2	47	"DIPL"	0	0.0000
2	47	"DIPM"	0	0.0000
2	47	"BS"	0	0.0000
2	47	"ADV"	0	0.0000
2	47	"NC"	0	0.0000
2	47	"MALE"	0	0.0100
2	47	"AD"	0	0.0000
2	47	"DIPM"	0	0.0000
2	48	"REP"	0	0.0000
2	48	"MAL"	0	0.0000
2	48	"FO"	0	0.0000
2	48	"EMP"	0	0.0000
2	48	"UNEMP"	0	0.0000
2	48	"NILF"	0	0.0100
2	48	"MS"	0	0.0000
2	48	"HS"	0	0.0500
2	48	"DIPL"	0	0.0000
2	48	"DIPM"	0	0.0000
2	48	"BS"	0	0.0000
2	48	"ADV"	0	0.0000
2	48	"NC"	0	0.0100
2	48	"MALE"	0	0.0100
2	48	"AD"	0	0.0000
2	48	"DIPM"	0	0.0000
2	49	"REP"	0	0.0000
2	49	"MAL"	0	0.0000
2	49	"FO"	0	0.0000
2	49	"EMP"	0	0.0000
2	49	"UNEMP"	0	0.0000
2	49	"NILF"	0	0.0000
2	49	"MS"	0	0.0000
2	49	"HS"	0	0.0000
2	49	"DIPL"	0	0.0000
2	49	"DIPM"	0	0.0000
2	49	"BS"	0	0.0000
2	49	"ADV"	0	0.0000
2	49	"NC"	0	0.0000
2	49	"MALE"	0	0.0000
2	49	"AD"	0	0.0000
2	49	"DIPM"	0	0.0000
2	50	"REP"	0	0.0000
2	50	"MAL"	0	0.0000
2	50	"FO"	0	0.0200
2	50	"EMP"	0	0.0000
2	50	"UNEMP"	0	0.0000
2	50	"NILF"	0	0.0100
2	50	"MS"	0	0.0000
2	50	"HS"	0	0.0000
2	50	"DIPL"	0	0.0000
2	50	"DIPM"	0	0.0200
2	50	"BS"	0	0.0000
2	50	"ADV"	0	0.0000
2	50	"NC"	0	0.0000
2	50	"MALE"	0	0.0100
2	50	"AD"	0	0.0000
2	50	"DIPM"	0	0.0000
